Mod:Item:MetaData, Localized Name
ActuallyAdditions:itemShovelCrystalBlack, Void Crystal Shovel
ActuallyAdditions:itemSwordCrystalBlack, Void Crystal Sword
ActuallyAdditions:itemHoeCrystalBlack, Void Crystal Hoe
ActuallyAdditions:itemHelmCrystalBlack, Void Crystal Helmet
ActuallyAdditions:itemChestCrystalBlack, Void Crystal Chestplate
ActuallyAdditions:itemPantsCrystalBlack, Void Crystal Pants
ActuallyAdditions:itemBootsCrystalBlack, Void Crystal Boots
ActuallyAdditions:itemPaxelCrystalBlack, Void Crystal AIOT
ActuallyAdditions:itemPickaxeCrystalGreen, Emeradic Crystal Pickaxe
ActuallyAdditions:itemAxeCrystalGreen, Emeradic Crystal Axe
ActuallyAdditions:itemShovelCrystalGreen, Emeradic Crystal Shovel
ActuallyAdditions:itemSwordCrystalGreen, Emeradic Crystal Sword
ActuallyAdditions:itemHoeCrystalGreen, Emeradic Crystal Hoe
ActuallyAdditions:itemHelmCrystalGreen, Emeradic Crystal Helmet
ActuallyAdditions:itemChestCrystalGreen, Emeradic Crystal Chest
ActuallyAdditions:itemPantsCrystalGreen, Emeradic Crystal Pants
ActuallyAdditions:itemBootsCrystalGreen, Emeradic Crystal Boots
ActuallyAdditions:itemPaxelCrystalGreen, Emeradic Crystal AIOT
ActuallyAdditions:itemPickaxeCrystalWhite, Enori Crystal Pickaxe
ActuallyAdditions:itemAxeCrystalWhite, Enori Crystal Axe
ActuallyAdditions:itemShovelCrystalWhite, Enori Crystal Shovel
ActuallyAdditions:itemSwordCrystalWhite, Enori Crystal Sword
ActuallyAdditions:itemHoeCrystalWhite, Enori Crystal Hoe
ActuallyAdditions:itemHelmCrystalWhite, Enori Crystal Helmet
ActuallyAdditions:itemChestCrystalWhite, Enori Crystal Chest
ActuallyAdditions:itemPantsCrystalWhite, Enori Crystal Pants
ActuallyAdditions:itemBootsCrystalWhite, Enori Crystal Boots
ActuallyAdditions:itemPaxelCrystalWhite, Enori Crystal AIOT
GalacticraftCore:item.bucketOil, Oil Bucket
GalacticraftCore:item.bucketFuel, Fuel Bucket
GalacticraftCore:item.spaceship:0, Tier 1 Rocket
GalacticraftCore:item.spaceship:1, Tier 1 Rocket
GalacticraftCore:item.spaceship:2, Tier 1 Rocket
GalacticraftCore:item.spaceship:3, Tier 1 Rocket
GalacticraftCore:item.spaceship:4, Tier 1 Rocket
GalacticraftCore:item.oxygenMask, Oxygen Mask
GalacticraftCore:item.oxygenGear, Oxygen Gear
GalacticraftCore:item.oxygenTankLightFull, Light Oxygen Tank
GalacticraftCore:item.oxygenTankMedFull, Medium Oxygen Tank
GalacticraftCore:item.oxygenTankHeavyFull, Heavy Oxygen Tank
GalacticraftCore:item.sensorLens, Sensor Lens
GalacticraftCore:item.sensorGlasses, Sensor Glasses
GalacticraftCore:item.steel_pickaxe, Heavy Duty Pickaxe
GalacticraftCore:item.steel_axe, Heavy Duty Axe
GalacticraftCore:item.steel_hoe, Heavy Duty Hoe
GalacticraftCore:item.steel_shovel, Heavy Duty Shovel
GalacticraftCore:item.steel_sword, Heavy Duty Sword
GalacticraftCore:item.steel_helmet, Heavy Duty Helmet
GalacticraftCore:item.steel_chestplate, Heavy Duty Chestplate
GalacticraftCore:item.steel_leggings, Heavy Duty Leggings
GalacticraftCore:item.steel_boots, Heavy Duty Boots
GalacticraftCore:item.canister:0, Tin Canister
GalacticraftCore:item.canister:1, Copper Canister
GalacticraftCore:item.airVent, Oxygen Vent
GalacticraftCore:item.airFan, Oxygen Fan
GalacticraftCore:item.oxygenConcentrator, Oxygen Concentrator
GalacticraftCore:item.engine:0, Tier 1 Rocket Engine
GalacticraftCore:item.engine:1, Tier 1 Booster
GalacticraftCore:item.heavyPlating, Heavy-Duty Plate
GalacticraftCore:item.noseCone, Nose Cone
GalacticraftCore:item.rocketFins, Rocket Fins
GalacticraftCore:item.steelPole, Steel Pole
GalacticraftCore:item.canvas, Canvas
GalacticraftCore:item.oilCanisterPartial, Partially Filled Oil Canister
GalacticraftCore:item.fuelCanisterPartial, Partially Filled Fuel Canister
GalacticraftCore:item.oilExtractor, Portable Oil Extractor
GalacticraftCore:item.schematic:0, NASA Workbench Schematic
GalacticraftCore:item.schematic:1, NASA Workbench Schematic
GalacticraftCore:item.key:0, Tier 1 Dungeon Key
GalacticraftCore:item.buggymat:0, Buggy Wheel
GalacticraftCore:item.buggymat:1, Buggy Seat
GalacticraftCore:item.buggymat:2, Buggy Storage Box
GalacticraftCore:item.buggy, Buggy
GalacticraftCore:item.basicItem:0, Single Solar Module
GalacticraftCore:item.basicItem:1, Full Solar Panel
GalacticraftCore:item.basicItem:2, Raw Silicon
GalacticraftCore:item.basicItem:3, Copper Ingot
GalacticraftCore:item.basicItem:4, Tin Ingot
GalacticraftCore:item.basicItem:5, Aluminum Ingot
GalacticraftCore:item.basicItem:6, Compressed Copper
GalacticraftCore:item.basicItem:7, Compressed Tin
GalacticraftCore:item.basicItem:8, Compressed Aluminum
GalacticraftCore:item.basicItem:9, Compressed Steel
GalacticraftCore:item.basicItem:10, Compressed Bronze
GalacticraftCore:item.basicItem:11, Compressed Iron
GalacticraftCore:item.basicItem:12, Blue Solar Wafer
GalacticraftCore:item.basicItem:13, Basic Wafer
GalacticraftCore:item.basicItem:14, Advanced Wafer
GalacticraftCore:item.basicItem:15, Can of Food
GalacticraftCore:item.basicItem:16, Can of Food
GalacticraftCore:item.basicItem:17, Can of Food
GalacticraftCore:item.basicItem:18, Can of Food
GalacticraftCore:item.basicItem:19, Frequency Module
GalacticraftCore:item.basicItem:20, Ambient Thermal Controller
GalacticraftCore:item.battery, Battery
GalacticraftCore:item.infiniteBattery, Infinite Flux Battery
GalacticraftCore:item.infiniteOxygen, Infinite Oxygen Supply
GalacticraftCore:item.null:0, Throwable Meteor Chunk
GalacticraftCore:item.null:1, Throwable Meteor Chunk
GalacticraftCore:item.standardWrench, Standard Wrench
GalacticraftCore:item.cheeseCurd, Cheese Curd
GalacticraftCore:item.meteoricIronRaw, Raw Meteoric Iron
GalacticraftCore:item.meteoricIronIngot:0, Meteoric Iron Ingot
GalacticraftCore:item.meteoricIronIngot:1, Compressed Meteoric Iron
GalacticraftCore:item.flag, Flag
GalacticraftCore:item.parachute:0, Parachute
GalacticraftCore:item.parachute:1, Black Parachute
GalacticraftCore:item.parachute:2, Light Blue Parachute
GalacticraftCore:item.parachute:3, Lime Parachute
GalacticraftCore:item.parachute:4, Brown Parachute
GalacticraftCore:item.parachute:5, Blue Parachute
GalacticraftCore:item.parachute:6, Gray Parachute
GalacticraftCore:item.parachute:7, Green Parachute
GalacticraftCore:item.parachute:8, Light Gray Parachute
GalacticraftCore:item.parachute:9, Magenta Parachute
GalacticraftCore:item.parachute:10, Orange Parachute
GalacticraftCore:item.parachute:11, Pink Parachute
GalacticraftCore:item.parachute:12, Purple Parachute
GalacticraftCore:item.parachute:13, Red Parachute
GalacticraftCore:item.parachute:14, Cyan Parachute
GalacticraftCore:item.parachute:15, Yellow Parachute
Mekanism:PartTransmitter:0, Basic Universal Cable
Mekanism:PartTransmitter:1, Advanced Universal Cable
Mekanism:PartTransmitter:2, Elite Universal Cable
Mekanism:PartTransmitter:3, Ultimate Universal Cable
Mekanism:PartTransmitter:4, Basic Mechanical Pipe
Mekanism:PartTransmitter:5, Advanced Mechanical Pipe
Mekanism:PartTransmitter:6, Elite Mechanical Pipe
Mekanism:PartTransmitter:7, Ultimate Mechanical Pipe
Mekanism:PartTransmitter:8, Basic Pressurized Tube
Mekanism:PartTransmitter:9, Advanced Pressurized Tube
Mekanism:PartTransmitter:10, Elite Pressurized Tube
Mekanism:PartTransmitter:11, Ultimate Pressurized Tube
Mekanism:PartTransmitter:12, Basic Logistical Transporter
Mekanism:PartTransmitter:13, Advanced Logistical Transporter
Mekanism:PartTransmitter:14, Elite Logistical Transporter
Mekanism:PartTransmitter:15, Ultimate Logistical Transporter
Mekanism:PartTransmitter:16, Restrictive Transporter
Mekanism:PartTransmitter:17, Diversion Transporter
Mekanism:PartTransmitter:18, Basic Thermodynamic Conductor
Mekanism:PartTransmitter:19, Advanced Thermodynamic Conductor
Mekanism:PartTransmitter:20, Elite Thermodynamic Conductor
Mekanism:PartTransmitter:21, Ultimate Thermodynamic Conductor
Mekanism:ElectricBow, Electric Bow
Mekanism:Dust:0, Iron Dust
Mekanism:Dust:1, Gold Dust
Mekanism:Dust:2, Osmium Dust
Mekanism:Dust:3, Copper Dust
Mekanism:Dust:4, Tin Dust
Mekanism:Dust:5, Silver Dust
Mekanism:Dust:6, Lead Dust
Mekanism:Ingot:0, Refined Obsidian Ingot
Mekanism:Ingot:1, Osmium Ingot
Mekanism:Ingot:2, Bronze Ingot
Mekanism:Ingot:3, Glowstone Ingot
Mekanism:Ingot:4, Steel Ingot
Mekanism:Ingot:5, Copper Ingot
Mekanism:Ingot:6, Tin Ingot
Mekanism:EnergyTablet, Energy Tablet
Mekanism:SpeedUpgrade, Speed Upgrade
Mekanism:EnergyUpgrade, Energy Upgrade
Mekanism:FilterUpgrade, Filter Upgrade
Mekanism:MufflingUpgrade, Muffling Upgrade
Mekanism:GasUpgrade, Gas Upgrade
Mekanism:Robit, Robit
Mekanism:AtomicDisassembler, Atomic Disassembler
Mekanism:EnrichedAlloy, Enriched Alloy
Mekanism:ReinforcedAlloy, Reinforced Alloy
Mekanism:AtomicAlloy, Atomic Alloy
Mekanism:ItemProxy, item.ItemProxy.name
Mekanism:ControlCircuit:0, Basic Control Circuit
Mekanism:ControlCircuit:1, Advanced Control Circuit
Mekanism:ControlCircuit:2, Elite Control Circuit
Mekanism:ControlCircuit:3, Ultimate Control Circuit
Mekanism:EnrichedIron, Enriched Iron
Mekanism:CompressedCarbon, Compressed Carbon
Mekanism:CompressedRedstone, Compressed Redstone
Mekanism:CompressedDiamond, Compressed Diamond
Mekanism:CompressedObsidian, Compressed Obsidian
Mekanism:PortableTeleporter, Portable Teleporter
Mekanism:TeleportationCore, Teleportation Core
Mekanism:Clump:0, Iron Clump
Mekanism:Clump:1, Gold Clump
Mekanism:Clump:2, Osmium Clump
Mekanism:Clump:3, Copper Clump
Mekanism:Clump:4, Tin Clump
Mekanism:Clump:5, Silver Clump
Mekanism:Clump:6, Lead Clump
Mekanism:DirtyDust:0, Dirty Iron Dust
Mekanism:DirtyDust:1, Dirty Gold Dust
Mekanism:DirtyDust:2, Dirty Osmium Dust
Mekanism:DirtyDust:3, Dirty Copper Dust
Mekanism:DirtyDust:4, Dirty Tin Dust
Mekanism:DirtyDust:5, Dirty Silver Dust
Mekanism:DirtyDust:6, Dirty Lead Dust
Mekanism:Configurator, Configurator
Mekanism:NetworkReader, Network Reader
Mekanism:WalkieTalkie, Walkie-Talkie
Mekanism:Jetpack, Jetpack
Mekanism:Dictionary, Dictionary
Mekanism:GasMask, Gas Mask
Mekanism:ScubaTank, Scuba Tank
Mekanism:Balloon:0, §8Black Balloon
Mekanism:Balloon:1, §cRed Balloon
Mekanism:Balloon:2, §2Green Balloon
Mekanism:Balloon:3, §6Brown Balloon
Mekanism:Balloon:4, §1Blue Balloon
Mekanism:Balloon:5, §5Purple Balloon
Mekanism:Balloon:6, §3Cyan Balloon
Mekanism:Balloon:7, §7Light Grey Balloon
Mekanism:Balloon:8, §8Grey Balloon
Mekanism:Balloon:9, §dPink Balloon
Mekanism:Balloon:10, §aLime Balloon
Mekanism:Balloon:11, §eYellow Balloon
Mekanism:Balloon:12, §9Light Blue Balloon
Mekanism:Balloon:13, §dMagenta Balloon
Mekanism:Balloon:14, §6Orange Balloon
Mekanism:Balloon:15, §fWhite Balloon
Mekanism:Shard:0, Iron Shard
Mekanism:Shard:1, Gold Shard
Mekanism:Shard:2, Osmium Shard
Mekanism:Shard:3, Copper Shard
Mekanism:Shard:4, Tin Shard
Mekanism:Shard:5, Silver Shard
Mekanism:Shard:6, Lead Shard
Mekanism:ElectrolyticCore, Electrolytic Core
Mekanism:Sawdust, Sawdust
Mekanism:Salt, Salt
Mekanism:BrineBucket, Brine Bucket
Mekanism:LithiumBucket, Lithium Bucket
Mekanism:HeavyWaterBucket, Heavy Water Bucket
Mekanism:Crystal:0, Iron Crystal
Mekanism:Crystal:1, Gold Crystal
Mekanism:Crystal:2, Osmium Crystal
Mekanism:Crystal:3, Copper Crystal
Mekanism:Crystal:4, Tin Crystal
Mekanism:Crystal:5, Silver Crystal
Mekanism:Crystal:6, Lead Crystal
Mekanism:FreeRunners, Free Runners
Mekanism:ArmoredJetpack, Armored Jetpack
Mekanism:ConfigurationCard, Configuration Card
Mekanism:CraftingFormula, Crafting Formula
Mekanism:SeismicReader, Seismic Reader
Mekanism:Substrate, Substrate
Mekanism:Polyethene:0, HDPE Pellet
Mekanism:Polyethene:1, HDPE Rod
Mekanism:Polyethene:2, HDPE Sheet
Mekanism:Polyethene:3, PlaStick
Mekanism:BioFuel, Bio Fuel
Mekanism:GlowPanel:0, §8Black Glow Panel
Mekanism:GlowPanel:1, §cRed Glow Panel
Mekanism:GlowPanel:2, §2Green Glow Panel
Mekanism:GlowPanel:3, §6Brown Glow Panel
Mekanism:GlowPanel:4, §1Blue Glow Panel
Mekanism:GlowPanel:5, §5Purple Glow Panel
Mekanism:GlowPanel:6, §3Cyan Glow Panel
Mekanism:GlowPanel:7, §7Light Grey Glow Panel
Mekanism:GlowPanel:8, §8Grey Glow Panel
Mekanism:GlowPanel:9, §dPink Glow Panel
Mekanism:GlowPanel:10, §aLime Glow Panel
Mekanism:GlowPanel:11, §eYellow Glow Panel
Mekanism:GlowPanel:12, §9Light Blue Glow Panel
Mekanism:GlowPanel:13, §dMagenta Glow Panel
Mekanism:GlowPanel:14, §6Orange Glow Panel
Mekanism:GlowPanel:15, §fWhite Glow Panel
Mekanism:Flamethrower, Flamethrower
Mekanism:GaugeDropper, Gauge Dropper
Mekanism:FactoryInstaller:0, Basic Tier Installer
Mekanism:FactoryInstaller:1, Advanced Tier Installer
Mekanism:FactoryInstaller:2, Elite Tier Installer
Mekanism:FactoryInstaller:3, Ultimate Tier Installer
Mekanism:OtherDust:0, Diamond Dust
Mekanism:OtherDust:1, Steel Dust
Mekanism:OtherDust:3, Sulfur Dust
Mekanism:OtherDust:4, Lithium Dust
Mekanism:OtherDust:5, Refined Obsidian Dust
Mekanism:OtherDust:6, Obsidian Dust
additionalrecipes:item_glass_mixture, Glass Mixture
additionalrecipes:item_dark_glass_mixture, Dark Glass Mixture
additionalrecipes:item_obsidian_mixture, Obsidian Mixture
ae2stuff:WirelessKit, Wireless Setup Kit
ae2stuff:Visualiser, Network Visualisation Tool
aether:moaEgg:0, Blue Moa Egg
aether:moaEgg:0, White Moa Egg
aether:moaEgg:0, Black Moa Egg
aether:goldenAmber, Golden Amber
aether:aechorPetal, Aechor Petal
aether:skyrootStick, Skyroot Stick
aether:dart:0, Golden Dart
aether:dart:1, Poison Dart
aether:dart:2, Enchanted Dart
aether:dartShooter:0, Golden Dart Shooter
aether:dartShooter:1, Poison Dart Shooter
aether:dartShooter:2, Enchanted Dart Shooter
aether:dartShooter:3, Phoenix Dart Shooter
aether:ambrosiumShard, Ambrosium Shard
aether:zaniteGemstone, Zanite Gemstone
aether:skyrootBucket:0, Skyroot Bucket
aether:skyrootPickaxe, Skyroot Pickaxe
aether:holystonePickaxe, Holystone Pickaxe
aether:zanitePickaxe, Zanite Pickaxe
aether:gravititePickaxe, Gravitite Pickaxe
aether:skyrootShovel, Skyroot Shovel
aether:holystoneShovel, Holystone Shovel
aether:zaniteShovel, Zanite Shovel
aether:gravititeShovel, Gravitite Shovel
aether:skyrootAxe, Skyroot Axe
aether:holystoneAxe, Holystone Axe
aether:zaniteAxe, Zanite Axe
aether:gravititeAxe, Gravitite Axe
aether:skyrootSword, Skyroot Sword
aether:holystoneSword, Holystone Sword
aether:zaniteSword, Zanite Sword
aether:gravititeSword, Gravitite Sword
aether:ironBubble, Iron Bubble
aether:pigSlayer, Pig Slayer
aether:vampireBlade, Vampire Blade
aether:flamingSword, Flaming Sword
aether:holySword, Holy Sword
aether:lightningSword, Lightning Sword
aether:lightningKnife, Lightning Knife
aether:gummySwet:0, Blue Gummy Swet
aether:gummySwet:1, Golden Gummy Swet
aether:gummySwet:2, Dark Gummy Swet
aether:hammerOfNotch, Hammer of Notch
aether:cloudParachute, item.cloudParachute.name
aether:shardOfLife, Shard of Life
aether:orbOfArkenzus:0, Orb of Arkenzus
aether:valkyrieLance, Valkyrie Lance
aether:ironRing, Iron Ring
aether:goldenRing, Golden Ring
aether:zaniteRing, Zanite Ring
aether:ironPendant, Iron Pendant
aether:goldenPendant, Golden Pendant
aether:zanitePendant, Zanite Pendant
aether:pinkBabySwet:0, Baby Pink Swet
aether:leatherGloves, Leather Gloves
aether:ironGloves, Iron Gloves
aether:goldenGolves, Golden Gloves
aether:diamondGloves, Diamond Gloves
aether:zaniteGloves, Zanite Gloves
aether:zaniteHelmet, Zanite Helmet
aether:zaniteChestplate, Zanite Chestplate
aether:zaniteLeggings, Zanite Leggings
aether:zaniteBoots, Zanite Boots
aether:gravititeGloves, Gravitite Gloves
aether:gravititeHelmet, Gravitite Helmet
aether:gravititeChestplate, Gravitite Chestplate
aether:gravititeLeggings, Gravitite Leggings
aether:gravititeBoots, Gravitite Boots
aether:phoenixGloves, Phoenix Gloves
aether:phoenixHelmet, Phoenix Helmet
aether:phoenixChestplate, Phoenix Chestplate
aether:phoenixLeggings, Phoenix Leggings
aether:phoenixBoots, Phoenix Boots
aether:obsidianGloves, Obsidian Gloves
aether:obsidianChestplate, Obsidian Chestplate
aether:obsidianHelmet, Obsidian Helmet
aether:obsidianLeggings, Obsidian Leggings
aether:obsidianBoots, Obsidian Boots
aether:neptuneGloves, Neptune Gloves
aether:neptuneHelmet, Neptune Helmet
aether:neptuneChestplate, Neptune Chestplate
aether:neptuneLeggings, Neptune Leggings
aether:neptuneBoots, Neptune Boots
aether:regenerationStone, Regeneration Stone
aether:etherealStone:0, Ethereal Stone
aether:fleetingStone:0, Fleeting Stone
aether:fangrinCapsule:0, Fangrin Capsule
aether:deathSeal:0, Death Seal
aether:kraisithCapsule:0, Kraisith Capsule
aether:valkyriePickaxe, Valkyrie Pickaxe
aether:valkyrieAxe, Valkyrie Axe
aether:valkyrieShovel, Valkyrie Shovel
aether:healingStone:0, Healing Stone
aether:iceRing, Ice Ring
aether:icePendant, Ice Pendant
aether:blueBerry, Blue Berry
aether:gingerBreadMan, Gingerbread Man
aether:candyCane, Candy Cane
aether:candyCaneSword, Candy Cane Sword
aether:whiteApple, White Apple
aether:swetJelly:0, Blue Swet Jelly
aether:swetJelly:1, Golden Swet Jelly
aether:swetJelly:2, Dark Swet Jelly
aether:sentryBoots, Sentry Boots
aether:valkyrieMusicDisc, Valkyrie Music Disc
aether:valkyrieHelmet, Valkyrie Helmet
aether:valkyrieChestplate, Valkyrie Chestplate
aether:valkyrieLeggings, Valkyrie Leggings
aether:valkyrieBoots, Valkyrie Boots
aether:valkyrieGloves, Valkyrie Gloves
aether:soaringStone:0, Soaring Stone
aether:mouseEarCap, Mouse Ear Cap
aether:enchantedBerry, Enchanted Berry
aether:rainbowStrawberry, Rainbow Strawberry
aether:continuumOrb, Continuum Orb
aether:orange, Orange
aether:labyrinthMusicDisc, Labyrinth Music Disc
aether:moaMusicDisc, Moa Music Disc
aether:aerwhaleMusicDisc, Aerwhale Music Disc
aether:rystalBottle, Crystal EXP Bottle
aether:piggieBank, Piggie Bank
aether:wyndberry, Wyndberry
aether:skyrootWaterBucket:0, Skyroot Water Bucket
aether:skyrootPoisonBucket:0, Skyroot Poison Bucket
aether:skyrootMilkBucket:0, Skyroot Milk Bucket
aether:skyrootDoorItem, Skyroot Door
aether:skyrootSignItem, Skyroot Sign
aether:skyrootBedItem, Skyroot Bed
aether:candyCorn, Candy Corn
aether:stomperPop, Stomper Pop
aether:blueberryLollipop, Blueberry Lollipop
aether:orangeLollipop, Orange Lollipop
aether:jellyPumpkin, Jelly Pumpkin
aether:icestonePoprocks, Icestone Poprocks
aether:cocoatrice, Cocoatrice
aether:wrappedChocolates, Wrapped Chocolates
aether:recording892, Recording #892
aether:shoyrootBowl, Skyroot Bowl
aether:cornstarchBowl, Cornstarch Bowl
aether:chainGloves, Chain Gloves
aether:goldenFeather, item.goldenFeather.name
aether:bronzeKey, item.bronzeKey.name
aether:guardianKey, item.guardianKey.name
aether:frostpineTotem:0, Frostpine Totem
aether:continuumBomb, Continuum Bomb
aether:daggerfrostLocket, Daggerfrost Locket
aether:wrappingPaper, Wrapping Paper
aether:luckyBell, Lucky Bell
aether:silentFlightDisc, Frosty Music Disc
aether:frostboundStone:0, Frostbound Stone
aether:candyRing, Candy Ring
aether:boneRing, Bone Ring
aether:skyrootRing, Skyroot Ring
AFSU:ALC, AFB
arsmagica2:spellBase, item.arsmagica2:spell_base.name
arsmagica2:itemOre:0, Vinteum Dust
arsmagica2:itemOre:1, Arcane Compound
arsmagica2:itemOre:2, Arcane Ash
arsmagica2:itemOre:3, Purified Vinteum Dust
arsmagica2:itemOre:4, Chimerite
arsmagica2:itemOre:5, Blue Topaz
arsmagica2:itemOre:6, Sunstone
arsmagica2:itemOre:7, Moonstone
arsmagica2:itemOre:8, Pig Fat
arsmagica2:essence:0, Arcane Essence
arsmagica2:essence:1, Earth Essence
arsmagica2:essence:2, Air Essence
arsmagica2:essence:3, Fire Essence
arsmagica2:essence:4, Water Essence
arsmagica2:essence:5, Nature Essence
arsmagica2:essence:6, Ice Essence
arsmagica2:essence:7, Lightning Essence
arsmagica2:essence:8, Life Essence
arsmagica2:essence:9, Ender Essence
arsmagica2:essence:10, Pure Essence
arsmagica2:essence:11, High Essence Core
arsmagica2:essence:12, Base Essence Core
arsmagica2:essenceBag, Essence Bag
arsmagica2:spellParchment, Spell Parchment
arsmagica2:spellBook, item.arsmagica2:spell_book.name
arsmagica2:rune:0, Black Rune
arsmagica2:rune:1, Blank Rune
arsmagica2:rune:2, Blue Rune
arsmagica2:rune:3, Brown Rune
arsmagica2:rune:4, Cyan Rune
arsmagica2:rune:5, Gray Rune
arsmagica2:rune:6, Green Rune
arsmagica2:rune:7, Light Blue Rune
arsmagica2:rune:8, Light Gray Rune
arsmagica2:rune:9, Lime Rune
arsmagica2:rune:10, Magenta Rune
arsmagica2:rune:11, Orange Rune
arsmagica2:rune:12, Pink Rune
arsmagica2:rune:13, Purple Rune
arsmagica2:rune:14, Red Rune
arsmagica2:rune:15, White Rune
arsmagica2:rune:16, Yellow Rune
arsmagica2:rune:17, Infinity Orb
arsmagica2:rune:18, Infinity Orb
arsmagica2:rune:19, Infinity Orb
arsmagica2:rune:20, Rune of Debugging
arsmagica2:lesserFocus, Lesser Focus
arsmagica2:standardFocus, Standard Focus
arsmagica2:greaterFocus, Greater Focus
arsmagica2:manaFocus, Mana Focus
arsmagica2:chargeFocus, Charge Focus
arsmagica2:playerFocus, Player Focus
arsmagica2:mobFocus, Monster Focus
arsmagica2:itemFocus, Item Focus
arsmagica2:creatureFocus, Creature Focus
arsmagica2:blueChalk, Wizard's Chalk
arsmagica2:manaCake, Mana Cake
arsmagica2:keystone, Keystone
arsmagica2:bookAffinity:0, Affinity Tome: NONE
arsmagica2:bookAffinity:1, Affinity Tome: ARCANE
arsmagica2:bookAffinity:2, Affinity Tome: WATER
arsmagica2:bookAffinity:3, Affinity Tome: FIRE
arsmagica2:bookAffinity:4, Affinity Tome: EARTH
arsmagica2:bookAffinity:5, Affinity Tome: AIR
arsmagica2:bookAffinity:6, Affinity Tome: LIGHTNING
arsmagica2:bookAffinity:7, Affinity Tome: ICE
arsmagica2:bookAffinity:8, Affinity Tome: NATURE
arsmagica2:bookAffinity:9, Affinity Tome: LIFE
arsmagica2:bookAffinity:10, Affinity Tome: ENDER
arsmagica2:lesserManaPotion, Lesser Mana Potion
arsmagica2:standardManaPotion, Standard Mana Potion
arsmagica2:greaterManaPotion, Greater Mana Potion
arsmagica2:epicManaPotion, Epic Mana Potion
arsmagica2:legendaryManaPotion, Legendary Mana Potion
arsmagica2:manaPotionBundle:3, Lesser Mana Potion Bundle
arsmagica2:manaPotionBundle:259, Standard Mana Potion Bundle
arsmagica2:manaPotionBundle:515, Greater Mana Potion Bundle
arsmagica2:manaPotionBundle:771, Epic Mana Potion Bundle
arsmagica2:manaPotionBundle:1027, Legendary Mana Potion Bundle
arsmagica2:mageHood, Mage Hood
arsmagica2:mageArmor, Mage Robes
arsmagica2:mageLeggings, Mage Leggings
arsmagica2:mageBoots, Mage Boots
arsmagica2:battlemageHood, Battlemage Circlet
arsmagica2:battlemageArmor, Battlemage Armor
arsmagica2:battlemageLeggings, Battlemage Leggings
arsmagica2:battlemageBoots, Battlemage Boots
arsmagica2:BoundHoeNor, Bound Hoe
arsmagica2:BoundShovelNor, Bound Shovel
arsmagica2:BoundAxeNor, Bound Axe
arsmagica2:BoundPickaxeNor, Bound Pickaxe
arsmagica2:BoundSwordNor, Bound Sword
arsmagica2:AMSpawnEgg:0, Spawn Mana Creeper
arsmagica2:AMSpawnEgg:1, Spawn Dryad
arsmagica2:AMSpawnEgg:2, Spawn Hecate
arsmagica2:AMSpawnEgg:3, Spawn Mage Villager
arsmagica2:AMSpawnEgg:4, Spawn Mana Elemental
arsmagica2:AMSpawnEgg:5, Spawn Water Elemental
arsmagica2:AMSpawnEgg:6, Spawn Light Mage
arsmagica2:AMSpawnEgg:7, Spawn Dark Mage
arsmagica2:AMSpawnEgg:8, Spawn Hell Cow
arsmagica2:AMSpawnEgg:9, Spawn Flicker
arsmagica2:AMSpawnEgg:10, Spawn Earth Elemental
arsmagica2:AMSpawnEgg:11, Spawn Fire Elemental
arsmagica2:AMSpawnEgg:12, Spawn Darkling
arsmagica2:AMSpawnEgg:13, Spawn Nature Guardian
arsmagica2:AMSpawnEgg:14, Spawn Arcane Guardian
arsmagica2:AMSpawnEgg:15, Spawn Earth Guardian
arsmagica2:AMSpawnEgg:16, Spawn Water Guardian
arsmagica2:AMSpawnEgg:17, Spawn Winter Guardian
arsmagica2:AMSpawnEgg:18, Spawn Air Guardian
arsmagica2:AMSpawnEgg:19, Spawn Fire Guardian
arsmagica2:AMSpawnEgg:20, Spawn Life Guardian
arsmagica2:AMSpawnEgg:21, Spawn Lightning Guardian
arsmagica2:AMSpawnEgg:22, Spawn Ender Guardian
arsmagica2:deficitCrystal, Deficit Crystal
arsmagica2:crystal_wrench, Crystal Wrench
arsmagica2:ArcaneCompendium, Arcane Compendium
arsmagica2:SpellComponent, Null
arsmagica2:Crystal Phylactery, Crystal Phylactery
arsmagica2:liquidEssenceBucket, Bucket of Liquid Etherium
arsmagica2:natureScythe, §6Nature's Scythe§f
arsmagica2:magitechStaff, Magitech's Staff
arsmagica2:liquidEssenceBottle, Infused Etherium Potion
arsmagica2:bindingCatalyst:0, Binding Catalyst: Pickaxe
arsmagica2:bindingCatalyst:1, Binding Catalyst: Axe
arsmagica2:bindingCatalyst:3, Binding Catalyst: Shovel
arsmagica2:bindingCatalyst:2, Binding Catalyst: Sword
arsmagica2:bindingCatalyst:4, Binding Catalyst: Hoe
arsmagica2:evilBook, Evil-Looking Book
arsmagica2:woodenLeg, Wooden Leg
arsmagica2:cowHorn, Hell Cow's Horn
arsmagica2:magicBroom, Magic Broom
arsmagica2:arcane_spellbook, item.arsmagica2:arcane_spellbook.name
arsmagica2:winter_arm, §6Winter's Grasp§f
arsmagica2:air_sled, §6Air Sled§f
arsmagica2:earth_armor, §6Earth Armor§f
arsmagica2:water_orbs, §6Water Orbs§f
arsmagica2:fire_ears, §6Antenna of the Fire Guardian§f
arsmagica2:workbenchUpgrade, Magician's Workbench Upgrade: Crafting
arsmagica2:keystoneDoorPlacer:0, Keystone Door
